CODIGO;TITULO
85112000;"85112000 - - Magnetos; dinamomagnetos; volantes magnéticos"
85113000;"85113000 - - DISTRIBUIDORES; BOBINAS DE ENCENDIDO"
85114000;85114000 - - Motores de arranque, aunque funcionen también como generad
85115000;85115000 - - Los demás generadores
85118000;85118000 - - Los demás aparatos y dispositivos
85119000;85119000 - - PARTES
8512;8512 - APARATOS ELECTRICOS DE ALUMBRADO O SEÑALIZACION (EXCEPTO LOS
85121000;85121000 - - Aparatos de alumbrado o señalización visual de los tipos u
85122000;85122000 - - Los demás aparatos de alumbrado o señalización visual
85123000;85123000 - - Aparatos de señalización acústica
85124000;85124000 - - LIMPIAPARABRISAS Y ELIMINADORES DE ESCARCHA O VAHO
85129000;85129000 - - PARTES
85129010;85129010 - - -De limpiaparabrisas,de los utilizados en los veh¿culos de
85129090;85129090 - - -Otros
8513;8513 - LAMPARAS ELECTRICAS PORTATILES CONCEBIDAS PARA FUNCIONAR CON
85131000;85131000 - - Lámparas
85139000;85139000 - - PARTES
8514;8514 - HORNOS ELECTRICOS INDUSTRIALES O DE LABORATORIO, INCLUIDOS L
85141000;85141000 - - HORNOS DE RESISTENCIA (DE CALENTAMIENTO INDIRECTO)
85142000;85142000 - - Hornos que funcionen por inducción o pérdidas dieléctricas
85143000;85143000 - - LOS DEMAS HORNOS:
85143010;85143010 - - - HORNOS DE RESISTENCIA (DE CALENTAMIENTO DIRECTO)PARA TEM
85143090;85143090 - - - OTROS
85144000;85144000 - - Los demás aparatos para tratamiento térmico de materias po
85149000;85149000 - - PARTES
8515;8515 - MAQUINAS Y APARATOS PARA SOLDAR (AUNQUE PUEDAN CORTAR), ELEC
85151000;85151000 - - MAQUINAS Y APARATOS PARA SOLDADURA FUERTE O PARA SOLDADURA
85151100;85151100 - - - SOLDADORES Y PISTOLAS PARA SOLDAR
85151900;85151900 - - - Los demás
85152000;85152000 - - MAQUINAS Y APARATOS PARA SOLDAR METAL POR RESISTENCIA:
85152100;85152100 - - - Total o parcialmente automáticos
85152900;85152900 - - - Los demás
85153000;85153000 - - MAQUINAS Y APARATOS PARA SOLDAR METAL, DE ARCO O CHORRO DE
85153100;85153100 - - - Total o parcialmente automáticos
85153900;85153900 - - - LOS DEMAS:
85153910;85153910 - - - - DE ARCO ELECTRICO, PARA CORRIENTE ALTERNA(AC), QUE OPE
85153990;85153990 - - - - OTROS
85158000;85158000 - - Las demás máquinas y aparatos
85159000;85159000 - - PARTES
8516;8516 - CALENTADORES ELECTRICOS DE AGUA DE CALENTAMIENTO INSTANTANEO
85161000;85161000 - - Calentadores eléctricos de agua de calentamiento instantán
85162000;85162000 - - APARATOS ELECTRICOS PARA CALEFACCION DE ESPACIOS O SUELOS:
85162100;85162100 - - - Radiadores de acumulación
85162900;85162900 - - - Los demás
85163000;85163000 - - APARATOS ELECTROTERMICOS PARA EL CUIDADO DEL CABELLO O PAR
85163100;85163100 - - - SECADORES PARA EL CABELLO
85163200;85163200 - - - Los demás aparatos para el cuidado del cabello
85163300;85163300 - - - APARATOS PARA SECAR LAS MANOS
85164000;85164000 - - Planchas eléctricas
85165000;85165000 - - Hornos de microondas
85166000;"85166000 - - LOS DEMAS HORNOS; COCINAS, CALENTADORES(INCLUIDAS LAS MESA"
85167000;85167000 - - LOS DEMAS APARATOS ELECTROTERMICOS:
85167100;85167100 - - - Aparatos para la preparación de café o té
85167200;85167200 - - - Tostadoras de pan
85167900;85167900 - - - Los demás
85168000;85168000 - - RESISTENCIAS CALENTADORAS:
85168010;"85168010 - - - Planas, de sección rectangular; cilíndricas selladas, co"
85168020;85168020 - - - DE BANDA(PLANAS, DE FORMA CIRCULAR O SEMICIRCULAR), CILI
85168030;85168030 - - - DE INMERSION, DE CAPACIDAD INFERIOR O IGUAL A 9,000 W,CO
85168040;85168040 - - - BLINDADAS PARA COCINA, EXCEPTO LAS SELLADAS DE DISCO
85168090;85168090 - - - OTRAS
85169000;85169000 - - PARTES
8517;8517 - APARATOS ELECTRICOS DE TELEFONIA O TELEGRAFIA CON HILOS, INC
85171000;"85171000 - - TELEFONOS DE ABONADO; VIDEOFONOS:"
85171100;85171100 - - - Teléfonos de usuario de auricular inalámbrico combinado 
85171200;85171200 - - -Telifonos msviles (celulares) y los de otras redes inalam
85171800;85171800 - - - Los demas
85171900;85171900 - - - Los demás
85172000;85172000 - - TELEFAX Y TELETIPOS:
85172100;85172100 - - - TELEFAX
85172200;85172200 - - - TELETIPOS
85173000;85173000 - - Aparatos de conmutación para telefonía o telegrafía
85175000;85175000 - - Los demás aparatos de telecomunicación por corriente porta
85176110;85176110 - - - - Aparatos de telecomunicacisn por corriente portadora o
85176121;85176121 - - - - - De radiodifusisn
85176122;85176122 - - - - - Con aparato receptor incorporado
85176129;85176129 - - - - - Los demas
85176200;85176200 - - - Aparatos para la recepcisn, conversisn y transmisisn o r
85176900;85176900 - - - Los demas
85176910;85176910 - - - - Aparatos receptores de radiotelefonia o radiotelegrafi
85176990;85176990 - - - - Otros
85177000;85177000 - -  Partes
85178000;85178000 - - Los demás aparatos
85179000;85179000 - - PARTES
8518;"8518 - MICROFONOS Y SUS SOPORTES; ALTAVOCES (ALTOPARLANTES), INCLUS"
85181000;85181000 - - Micrófonos y sus soportes
85182000;85182000 - - ALTAVOCES (ALTOPARLANTES), INCLUSO MONTADOS EN SUS CAJAS:
85182100;85182100 - - - UN ALTAVOZ (ALTOPARLANTE) MONTADO EN SU CAJA
85182200;85182200 - - - VARIOS ALTAVOCES (ALTOPARLANTES) MONTADOS EN UNA MISMA C
85182900;85182900 - - - Los demás
85183000;85183000 - - AURICULARES, INCLUSO COMBINADOS CON MICROFONO
85184000;85184000 - - AMPLIFICADORES ELECTROCOS DE AUDIOFRECUENCIA
85185000;85185000 - - Equipos eléctricos para amplificación de sonido
85189000;85189000 - - PARTES
8519;8519 - GIRADISCOS, TOCADISCOS, REPRODUCTORES DE CASETES (TOCACASETE
85191000;85191000 - - Tocadiscos que funcionen por ficha o moneda
85192000;85192000 - - LOS DEMAS TOCADISCOS:
85192010;85192010 - - - Tocadiscos que funcionen por ficha o moneda
85192090;85192090 - - -  Otros
85192100;85192100 - - - SIN ALTAVOCES (ALTOPARLANTES):
85192110;85192110 - - - - Completamente desarmados (CKD), presentados en juegos 
85192190;85192190 - - - - Otros
85192900;85192900 - - - LOS DEMAS:
85192910;85192910 - - - - COMPLETAMENTE DESARMADOS (CKD), PRESENTADOS EN JUEGOS 
85192990;85192990 - - - - Otros
85193000;85193000 - - GIRADISCOS:
85193011;85193011 - - - - Completamente desarmados (CKD) presentados en juegos o
85193019;85193019 - - - - Los demas
85193090;85193090 - - -  Otros
85193100;85193100 - - - CON CAMBIADOR AUTOMATICO DE DISCOS:
85193110;85193110 - - - - COMPLETAMENTE DESARMADOS (CKD), PRESENTADOS EN JUEGOS 
85193190;85193190 - - - - Otros
85193900;85193900 - - - Los demás
85194000;85194000 - - Aparatos para reproducir dictados
85195000;85195000 - - Contestadores telefsnicos
85198110;85198110 - - - - Aparatos para reproducir dictados
85198121;85198121 - - - - - Completamente desarmados (CKD), presentados en juego
85198129;85198129 - - - - - Los demas
85198131;85198131 - - - - - Completamente desarmados (CKD), presentados en juego
85198139;85198139 - - - - - Los demas
85198140;85198140 - - - - Aparatos para dictar que solo funcionen con fuente de 
85198151;85198151 - - - - - Completamente desarmados (CKD), presentados en los j
85198159;85198159 - - - - - Los demas
85198161;85198161 - - - - - Completamente desarmados (CKD), presentados en juego
85198169;85198169 - - - - - Los demas
85198190;85198190 - - - - Otros
85198911;85198911 - - - - - Completamente desarmados (CKD), presentados en juego
85198919;85198919 - - - - - Los demas
85198921;85198921 - - - - - Completamente desarmados (CKD), presentados en juego
85198929;85198929 - - - - - Los demas
85198930;85198930 - - - - Aparatos para reproducir dictados
85198990;85198990 - - - - Otros
85199000;85199000 - - LOS DEMAS REPRODUCTORES DE SONIDO:
85199200;85199200 - - - TOCACASETES DE BOLSILLO:
85199210;85199210 - - - - COMPLETAMENTE DESARMADOS (CKS), PRESENTADOS EN JUEGO O
85199290;85199290 - - - - Otros
85199300;85199300 - - - LOS DEMAS TOCACASETES:
85199310;85199310 - - - - COMPLETAMENTE DESARMADOS(CKD), PRESENTADOS EN JUEGOS O
85199390;85199390 - - - - Otros
85199900;85199900 - - - Los demás
8520;8520 - MAGNETOFONOS Y DEMAS APARATOS DE GRABACION DE SONIDO, INCLUS
85201000;85201000 - - Aparatos para dictar que sólo funcionen con fuente de ener
85202000;85202000 - - Contestadores telefónicos
85203000;85203000 - - LOS DEMAS APARATOS DE GRABACION Y REPRODUCCION DE SONIDO, 
85203200;85203200 - - - DIGITALES:
85203210;85203210 - - - - COMPLETAMENTE DESARMADOS (CKD), PRESENTADOS EN JUEGOS 
85203290;85203290 - - - - Otros
85203300;85203300 - - - LOS DEMAS, DE CASETE:
85203310;85203310 - - - - COMPLETAMENTE DESARMADOS (CKD), PRESENTADOS EN JUEGOS 
85203390;85203390 - - - - Otros
85203900;85203900 - - - Los demás
85209000;85209000 - - Los demás
8521;8521 - APARATOS DE GRABACION O REPRODUCCION DE IMAGEN Y SONIDO (VID
85211000;85211000 - - DE CINTA MAGNETICA:
85211010;"85211010 - - - COMPLETAMENTE DESARMADOS(CKD), PRESENTADOS EN JUEGOS O """
85211020;"85211020 - - - APARATOS REPRODUCTORES PARA ""MAGAZINE""QUE OPEREN CON CIN"
85211030;85211030 - - - APARATOS DE GRABACION O DE REPRODUCCION DE IMAGEN Y SONIDO (VIDEOS) P
85211090;85211090 - - - Otros
85219000;85219000 - - Los demás
8522;8522 - PARTES Y ACCESORIOS IDENTIFICABLES COMO DESTINADOS, EXCLUSIV
85221000;85221000 - - Cápsulas fonocaptoras
85229000;85229000 - - LOS DEMAS:
85229010;85229010 - - - MUEBLES Y ENVOLTURAS (GABINETES)DE MADERA
85229090;85229090 - - - OTROS
8523;8523 - SOPORTES PREPARADOS PARA GRABAR SONIDO O GRABACIONES ANALOGA
85231000;85231000 - - CINTAS MAGNETICAS:
85231100;85231100 - - - DE ANCHURA INFERIOR O IGUAL A 4 MM:
85231110;85231110 - - - - Para grabar sonido, en casete
85231190;85231190 - - - - OTRAS
85231200;85231200 - - - DE ANCHURA SUPERIOR A 4 MM PERO INFERIOR O IGUAL A 6.5 M
85231210;85231210 - - - - PARA GRABAR SONIDO, EN CASETE
85231290;85231290 - - - - OTRAS
85231300;85231300 - - - DE ANCHURA SUPERIOR A 6.5 MM:
85231310;85231310 - - - - PARA GRABAR SONIDO, EN CASETE
85231390;85231390 - - - - OTRAS
85232000;85232000 - - DISCOS MAGNETICOS
85232010;85232010 - - - Para máquinas automáticas para tratamiento o procesamien
85232011;85232011 - - - - REMOVIBLES
85232019;85232019 - - - - Los demás
85232090;85232090 - - - OTROS
85232110;85232110 - - - - Sin grabar
85232120;85232120 - - - - Grabadas
85232911;85232911 - - - - - Para grabar sonido, en casete
85232919;85232919 - - - - - Los demas
85232921;85232921 - - - - - Removibles
85232929;85232929 - - - - - Los demas
85232930;85232930 - - - - Los demas discos magniticos, sin grabar
85232940;85232940 - - - - Cintas magniticas para reproducir fensmenos distintos 
85232951;85232951 - - - - - Para aprendizaje
85232952;85232952 - - - - - Otras, de anchura superior o igual a 19 mm, para rep
85232953;85232953 - - - - - Otras, para reproducir imagen y sonido
85232954;85232954 - - - - - Otras, para reproducir znicamente sonido
85232959;85232959 - - - - - Las demas
85232960;85232960 - - - - Discos magniticos para reproducir fensmenos distintos 
85232991;85232991 - - - - - Para reproducir fensmenos distintos del sonido o ima
85232999;85232999 - - - - - Los demas
85233000;85233000 - - Tarjetas con tira (banda) magnética incorporada
85234011;85234011 - - - - Para reproducir fensmenos distintos del sonido o image
85234012;85234012 - - - - Para reproducir znicamente sonido
85234019;85234019 - - - - Los demas
85234021;85234021 - - - - Para reproducir fensmenos distintos del sonido o image
85234029;85234029 - - - - Los demas
85234090;85234090 - - - Otros, sin grabar
85234100;85234100 - - - Sin grabar
85234911;85234911 - - - - - Para reproducir fenomenos distintos del sonido o ima
85234912;85234912 - - - - - Para reproducir unicamente sonido
85234919;85234919 - - - - - Los demas
85234921;85234921 - - - - - Para reproducir fenomenos distintos del sonido o ima
85234929;85234929 - - - - - Los demas
85235110;85235110 - - - - Sin grabar
85235120;85235120 - - - - Grabados
85235210;85235210 - - - - Tarjetas provistas de un circuito integrado electrsnic
85235290;85235290 - - - - Partes
85235910;85235910 - - - -  Tarjetas y etiquetas de activacisn por proximidad
85235920;85235920 - - - - Otras tarjetas y etiquetas
85235930;85235930 -  - - - Partes de tarjetas y etiquetas de los incisos 8523.59
85235991;85235991 - - - - - Sin grabar
85235992;85235992 - - - - - Grabados
85238011;85238011 - - - - Para aprendizaje
85238019;85238019 - - - - Los demas
85238020;85238020 - - - Matrices y moldes galvanicos
85238091;85238091 - - - - Sin grabar
85238092;85238092 - - - - Grabados
85239000;85239000 - - Los demás
8524;8524 - DISCOS, CINTAS Y DEMAS SOPORTES PARA GRABAR SONIDO O GRABACI
85241000;85241000 - - DISCOS PARA TOCADISCOS:
85241010;85241010 - - - Para aprendizaje
85241090;85241090 - - - Otros
85243000;85243000 - - DISCOS PARA SISTEMAS DE LECTURA POR RAYOS LASER:
85243100;85243100 - - - Para reproducir fenómenos distintos del sonido o imagen
85243200;85243200 - - - Para reproducir únicamente sonido
85243900;85243900 - - - Los demás
85244000;85244000 - - Cintas magnéticas para reproducir fenómenos distintos del 
85245000;85245000 - - LAS DEMAS CINTAS MAGNETICAS:
85245100;85245100 - - - DE ANCHURA INFERIOR O IGUAL A 4 MM:
85245110;85245110 - - - - PARA APRENDIZAJE
85245190;85245190 - - - - Otras
85245200;85245200 - - - DE ANCHURA SUPERIOR A 4 MM PERO INFERIOR O IGUAL A 6.5 M
85245210;85245210 - - - - Para aprendizaje
85245290;85245290 - - - - Otras
85245300;85245300 - - - DE ANCHURA SUPERIOR A 6.5 MM:
85245310;85245310 - - - - Para reproducir imagen y sonido:
85245311;85245311 - - - - - Para aprendizaje
85245312;85245312 - - - - - Otras, de anchura superior o igual a 19 mm
85245319;85245319 - - - - - Las demás
85245320;85245320 - - - - Para reproducir únicamente sonido:
85245321;85245321 - - - - - Para aprendizaje
85245329;85245329 - - - - - Las demás
85246000;85246000 - - Tarjetas con tira (banda) magnética incorporada
85249000;85249000 - - LOS DEMAS:
85249100;85249100 - - - PARA REPRODUCIR FENOMENOS DISTINTOS DEL SONIDO O IMAGEN:
85249110;85249110 - - - - Discos magnéticos, fijos o removibles, para máquinas a
85249190;85249190 - - - - OTROS
85249900;85249900 - - - LOS DEMAS:
85249910;85249910 - - - - Matrices y moldes galvánicos
85249990;85249990 - - - - OTROS
8525;8525 - APARATOS EMISORES DE RADIOTELEFONIA, RADIOTELEGRAFIA, RADIOD
85251000;85251000 - - APARATOS EMISORES:
85251010;85251010 - - - De radiodifusión
85251090;85251090 - - - OTROS
85252000;85252000 - - APARATOS EMISORES CON APARATO RECEPTOR INCORPORADO
85253000;85253000 - - Cámaras de televisión
85254000;"85254000 - - Videocámaras, incluidas las de imagen fija; cámaras digita"
85255010;85255010 - - - De radiodifusisn
85255090;85255090 - - - Otros
85256000;85256000 - - Aparatos emisores con aparato receptor incorporado
85258010;85258010 - - - Camaras de televisisn
85258020;85258020 - - - Camaras fotograficas digitales y videocamaras
8526;8526 - APARATOS DE RADAR, RADIONAVEGACION O RADIOTELEMANDO
85261000;85261000 - - APARATOS DE RADAR
85269000;85269000 - - LOS DEMAS:
85269100;85269100 - - - Aparatos de radionavegación
85269200;85269200 - - - Aparatos de radiotelemando
8527;8527 - APARATOS RECEPTORES DE RADIOTELEFONIA, RADIOTELEGRAFIA O RAD
85271000;85271000 - - APARATOS RECEPTORES DE RADIODIFUSION QUE PUEDAN FUNCIONAR 
85271200;85271200 - - - RADIOCASETES DE BOLSILLO:
85271210;85271210 - - - - COMPLETAMENTE DESARMADOS(CKD),PRESENTADOS EN JUEGOS O 
85271290;85271290 - - - - Otros
85271300;85271300 - - - LOS DEMAS APARATOS COMBINADOS CON GRABADOR O REPRODUCTOR
85271310;85271310 - - - - COMPLETAMENTE DESARMADOS(CKD), PRESENTADOS EN JUEGOS O
85271390;85271390 - - - - Otros
85271900;85271900 - - - LOS DEMAS:
85271910;85271910 - - - - COMPLETAMENTE DESARMADOS (CKD), PRESENTADOS EN JUEGOS 
85271990;85271990 - - - - Otros
85272000;85272000 - - APARATOS RECEPTORES DE RADIODIFUSION QUE SOLO FUNCIONAN CO
85272100;85272100 - - - COMBINADOS CON GRABADOR O REPRODUCTOR DE SONIDO:
85272110;85272110 - - - - COMPLETAMENTE DESARMADOS (CKD), PRESENTADOS EN JUEGOS 
85272190;85272190 - - - - Otros
85272900;85272900 - - - LOS DEMAS:
85272910;85272910 - - - - COMPLETAMENTE DESARMADOS (CKD), PRESENTADOS EN JUEGOS 
85272990;85272990 - - - - Otros
85273000;85273000 - - LOS DEMAS APARATOS RECEPTORES DE RADIODIFUSION, INCLUSO LO
85273100;85273100 - - - COMBINADOS CON GRABADOR O REPRODUCTOR DE SONIDO:
85273110;85273110 - - - - COMPLETAMENTE DESARMADOS (CKD), PRESENTADOS EN JUEGOS 
85273190;85273190 - - - - Otros
85273200;85273200 - - - SIN COMBINAR CON GRABADOR O REPRODUCTOR DE SONIDO, PERO 
85273210;85273210 - - - - COMPLETAMENTE DESARMADOS (CKD), PRESENTADOS EN JUEGOS 
85273290;85273290 - - - - Otros
85273900;85273900 - - - LOS DEMAS:
85273910;85273910 - - - - COMPLETAMENTE DESARMADOS (CKD), PRESENTADOS EN JUEGOS 
85273990;85273990 - - - - Otros
85279000;85279000 - - Los demás aparatos
85279110;85279110 - - - - Completamente desarmados (CKD), presentados en juego o
85279190;85279190 - - - - Otros
85279210;85279210 - - - - Completamente desarmados (CKD) presentados en juegos o
85279290;85279290 - - - - Otros
85279910;85279910 - - - - Completamente desarmados (CKD), presentados en juegos 
85279990;85279990 - - - - Otros
8528;8528 - APARATOS RECEPTORES DE TELEVISION, INCLUSO CON APARATO RECEP
85281000;85281000 - - APARATOS RECEPTORES DE TELEVISION, INCLUSO CON APARATO REC
85281200;85281200 - - - EN COLORES
85281210;85281210 - - - - COMPLETAMENTE DESARMADOS (CKD), PRESENTADOS EN JUEGOS 
85281290;85281290 - - - - Otros
85281300;85281300 - - - EN BLANCO Y NEGRO U OTROS MONOCROMOS:
85281310;85281310 - - - - COMPLETAMENTE DESARMADOS (CKD), PRESENTADOS EN JUEGOS 
85281390;85281390 - - - - Otros
85282000;85282000 - - VIDEOMONITORES:
85282100;85282100 - - - EN COLORES:
85282110;85282110 - - - - COMPLETAMENTE DESARMADOS (CKD), PRESENTADOS EN JUEGOS 
85282190;85282190 - - - - Otros
85282200;85282200 - - - EN BLANCO Y NEGRO U OTROS MONOCROMOS:
85282210;85282210 - - - - COMPLETAMENTE DESARMADOS (CKD), PRESENTADOS EN JUEGOS 
85282290;85282290 - - - - Otros
85283000;85283000 - - VIDEOPROYECTORES:
85283010;85283010 - - - COMPLETAMENTE DESARMADOS (CKD), PRESENTADOS EN JUEGOS O 
85283090;85283090 - - - Otros
85284100;85284100 - - -  De los tipos utilizados exclusiva o principalmente con 
85284211;85284211 -  - - - - Completamente desarmados (CKD) presentados en juego
85284212;85284212 -  - - - - De los tipos utilizados exclusivamente  para ser co
85284219;85284219 -  - - - - Los demas
85284221;85284221 -  - - - - Completamente desarmados (CKD) presentados en juego
85284222;85284222 -  - - - - De los tipos utilizados exclusivamente  para ser co
85284229;85284229 -  - - - - Los demas
85284911;85284911 - - - - - Completamente desarmados (CKD) presentados en juegos
85284919;85284919 - - - - - Los demas
85284921;85284921 - - - - - Completamente desarmados (CKD) presentados en juegos
85284929;85284929 - - - - - Los demas
85285100;85285100 - - -  De los tipos utilizados exclusiva o principalmente con 
85285211;85285211 -  - - - - Completamente desarmados (CKD) presentados en juego
85285212;85285212 -  - - - - De los tipos utilizados exclusivamente  para ser co
85285219;85285219 -  - - - - Los demas
85285221;85285221 -  - - - - Completamente desarmados (CKD) presentados en juego
85285222;85285222 -  - - - - De los tipos utilizados exclusivamente  para ser co
85285229;85285229 -  - - - - Los demas
85285911;85285911 - - - - - Completamente desarmados (CKD) presentados en juegos
85285919;85285919 - - - - - Los demas
85285921;85285921 - - - - - Completamente desarmados (CKD) presentados en juegos
85285929;85285929 - - - - - Los demas
85286100;85286100 - - - De los tipos utilizados exclusiva o principalmente con m
85286210;85286210 -  - - - Completamente desarmados (CKD) presentados en juegos 
85286290;85286290 -  - - - Otros
85286910;85286910 - - - - Completamente desarmados (CKD) presentados en juegos o
85286990;85286990 - - - - Otros
85287110;85287110 - - - - Completamente desarmados (CKD) presentado en juego o  
85287120;85287120 - - - - Convertidor de se¿ales digitales de televisi¿n (inclus
85287190;85287190 - - - - Otros
85287210;85287210 - - - - Completamente desarmados (CKD) presentados en juegos o
85287290;85287290 - - - - Otros
85287310;85287310 - - - - Completamente desarmados (CKD) presentados en juegos o
85287390;85287390 - - - - Otros
8529;8529 - PARTES IDENTIFICABLES COMO DESTINADAS, EXCLUSIVA O PRINCIPAL
85291000;"85291000 - - ANTENAS Y REFLECTORES DE ANTENA DE CUALQUIER TIPO;PARTES A"
85299000;85299000 - - LAS DEMAS:
85299010;85299010 - - - Muebles y envolturas (gabinetes) de madera
85299090;85299090 - - - OTROS
8530;8530 - APARATOS ELECTRICOS DE SEÑALIZACION (EXCEPTO LOS DE TRANSMIS
85301000;85301000 - - Aparatos para vías férreas o similares
85308000;85308000 - - Los demás aparatos
85309000;85309000 - - PARTES
8531;8531 - APARATOS ELECTRICOS DE SEÑALIZACION ACUSTICA O VISUAL (POR E
85311000;85311000 - - AVISADORES ELECTROCOS DE PROTECCON CONTRA ROBO O INCENDIO 
85312000;85312000 - - Tableros indicadores con dispositivos de cristal líquido (
85318000;85318000 - - LOS DEMAS APARATOS:
85318010;85318010 - - - Timbres, zumbadores, carrillones de puertas y similares
85318090;85318090 - - - OTROS
85319000;85319000 - - PARTES
8532;8532 - CONDENSADORES ELECTRICOS FIJOS, VARIABLES O AJUSTABLES
85321000;85321000 - - Condensadores fijos concebidos para redes eléctricas de 50
85322000;85322000 - - LOS DEMAS CONDENSADORES FIJOS:
85322100;85322100 - - - DE TANTALIO
85322200;85322200 - - - Electrolíticos de aluminio
85322300;85322300 - - - Con dieléctrico de cerámica de una sola capa
85322400;85322400 - - - Con dieléctrico de cerámica, multicapas
85322500;85322500 - - - Con dieléctrico de papel o plástico
85322900;85322900 - - - Los demás
85323000;85323000 - - CONDENSADORES VARIABLES O AJUSTABLES
85329000;85329000 - - PARTES
8533;8533 - RESISTENCIAS ELECTRICAS, EXCEPTO LAS DE CALENTAMIENTO (INCLU
85331000;85331000 - - RESISTENCIAS FIJAS DE CARBONO, AGLOMERADAS O DE CAPA
85332000;85332000 - - LAS DEMAS RESISTENCIAS FIJAS:
85332100;85332100 - - - DE POTENCIA INFERIOR O IGUAL A 20 W
85332900;85332900 - - - Las demás
85333000;85333000 - - RESISTENCIAS VARIABLES BOBINADAS (INCLUIDOS REOSTATOS Y PO
85333100;85333100 - - - DE POTENCIA INFERIOR O IGUAL A 20 W
85333900;85333900 - - - Los demás
85334000;85334000 - - Las demás resistencias variables (incluidos reóstatos y po
85339000;85339000 - - PARTES
8534;8534 - CIRCUITOS IMPRESOS
85340000;85340000 - CIRCUITOS IMPRESOS
8535;8535 - APARATOS PARA CORTE, SECCIONAMIENTO, PROTECCION, DERIVACION,
85351000;85351000 - - FUSIBLES Y CORTACIRCUITOS DE FUSIBLE
85352000;85352000 - - DISYUNTORES:
85352100;85352100 - - - Para una tensión inferior a 725 kV
85352900;85352900 - - - Los demás
85353000;85353000 - - SECCIONADORES E INTERRUPTORES
85354000;85354000 - - PARARRAYOS, LIMITADORES DE TENSION Y SUPRESORES DE SOBRETE
85354010;85354010 - - - PARARRAYOS
85354020;85354020 - - - Limitadores de tensión
85354030;85354030 - - - Supresores de sobretensión transitoria
85359000;85359000 - - Los demás
8536;8536 - APARATOS PARA CORTE, SECCIONAMIENTO, PROTECCION, DERIVACION,
85361000;85361000 - - FUSIBLES Y CORTACIRCUITOS DE FUSIBLE:
85361010;85361010 - - - FUSIBLES
85361020;85361020 - - - Cortacircuitos de fusible:
85361021;85361021 - - - - De seguridad, de accionamiento manual, de intensidad d
85361022;85361022 - - - - De cuchilla, de accionamiento manual, de intensidad de
85361029;85361029 - - - - Los demás
85362000;85362000 - - DISYUNTORES:
85362010;85362010 - - - Termomagnéticos al vacío, al aire, en aceite o en plásti
85362090;85362090 - - - OTROS
85363000;85363000 - - LOS DEMAS APARATOS PARA PROTECCION DE CIRCUITOS ELECTRICOS
85363010;85363010 - - - Supresores de sobretensión transitoria
85363090;85363090 - - - OTROS
85364000;85364000 - - RELES:
85364100;85364100 - - - Para una tensión inferior o igual a 60 V
85364900;85364900 - - - LOS DEMAS
85364910;85364910 - - - - Relevadores de sobrecarga y contactores eléctricos
85364990;85364990 - - - - OTROS
85365000;85365000 - - LOS DEMAS INTERRUPTORES, SECCIONADORES Y CONMUTADORES:
85365010;85365010 - - - Interruptores unipolares giratorios o de cadena, para un
85365020;85365020 - - - Interruptores unipolares de placa o parche, para una ten
85365030;85365030 - - - INTERRUPTORES DE SEGURIDAD DE ACCIONAMIENTO MANUAL, DE I
85365040;85365040 - - - INTERRUPTORES DE CUCHILLA DE ACCIONAMIENTO MANUAL, DE IN
85365050;85365050 - - - Interruptores unipolares accionados a presión, para una 
85365060;85365060 - - - Arrancadores magnéticos, para motores eléctricos
85365070;85365070 - - - Interruptores automáticos termoeléctricos (arrancadores)
85365090;85365090 - - - OTROS
85366000;85366000 - - PORTALAMPARAS, CLAVIJAS Y TOMAS DE CORRIENTE (ENCHUFES):
85366100;85366100 - - - Portalámparas
85366900;85366900 - - - Las demás
85367010;85367010 - - - De plastico
85367021;85367021 - - - - Colados, moldeados, estampados o forjados, pero sin tr
85367029;85367029 - - - - Los demas
85367090;85367090 - - - Otros
85369000;85369000 - - Los demás aparatos
8537;8537 - CUADROS, PANELES, CONSOLAS, ARMARIOS Y DEMAS SOPORTES EQUIPA
85371000;85371000 - - Para una tensión inferior o igual a 1,000 V
85372000;85372000 - - Para una tensión superior a 1,000 V
8538;8538 - PARTES IDENTIFICABLES COMO DESTINADAS, EXCLUSIVA O PRINCIPAL
85381000;85381000 - - Cuadros, paneles, consolas, armarios y demás soportes de l
85389000;85389000 - - Las demás
8539;8539 - LAMPARAS Y TUBOS ELECTRICOS DE INCANDESCENCIA O DE DESCARGA,
85391000;"85391000 - - FAROS O UNIDADES ""SELLADOS"""
85392000;85392000 - - LAS DEMAS LAMPARAS Y TUBOS DE INCANDESCENCIA, EXCEPTO LAS 
85392100;85392100 - - - Halógenos, de volframio (tungsteno)
85392200;85392200 - - - LOS DEMAS, DE POTENCIA INFERIOR O IGUAL A 200 W Y PARA U
85392210;85392210 - - - - BOMBILLAS DE INCANDESCENCIA DE POTENCIA SUPERIOR O IGU
85392290;85392290 - - - - OTROS
85392900;85392900 - - - Los demás
85393000;85393000 - - LAMPARAS Y TUBOS DE DESCARGA, EXCEPTO LOS DE RAYOS ULTRAVI
85393100;85393100 - - - FLUORESCENTES, DE CATODO CALIENTE:
85393110;85393110 - - - - Tubos rectos, de potencia superior o igual a 14 W pero
85393120;85393120 - ---CON AHORRADOR DE ENERGIA
85393190;85393190 - - - - Otros
85393200;"85393200 - - - Lámparas de vapor de mercurio o sodio; lámparas de halog"
85393900;85393900 - - - Los demás
85394000;"85394000 - - LAMPARAS Y TUBOS DE RAYOS ULTRAVIOLETAS O INFRARROJOS; LAM"
85394100;85394100 - - - Lámparas de arco
